date,direction,speed
2011-02-01,183,8.0
2011-02-02,128,8.0
2011-02-03,55,10.0
2011-02-04,160,9.0
2011-02-05,154,8.0
2011-02-06,185,8.0
2011-02-07,283,6.0
2011-02-08,303,7.0
2011-02-09,178,7.0
2011-02-10,149,10.0
2011-02-11,159,8.0
2011-02-12,232,6.0
2011-02-13,218,8.0
2011-02-14,207,9.0
2011-02-15,223,10.0
2011-02-16,285,9.0
2011-02-17,167,7.0
2011-02-18,198,8.0
2011-02-19,206,11.0
2011-02-20,176,11.0
2011-02-21,32,13.0
2011-02-22,160,10.0
2011-02-23,172,8.0
2011-02-24,230,9.0
2011-02-25,184,10.0
2011-02-26,150,11.0
2011-02-27,192,9.0
2011-02-28,154,9.0
2011-03-01,174,7.0
2011-03-02,234,8.0
2011-03-03,188,9.0
2011-03-04,221,8.0
2011-03-05,192,9.0
2011-03-06,206,8.0
2011-03-07,136,9.0
2011-03-08,217,10.0
2011-03-09,302,9.0
2011-03-10,216,11.0
2011-03-11,71,12.0
2011-03-12,40,12.0
2011-03-13,156,10.0
2011-03-14,134,8.0
2011-03-15,177,7.0
2011-03-16,94,7.0
2011-03-17,213,8.0
2011-03-18,241,8.0
2011-03-19,219,10.0
2011-03-20,227,10.0
2011-03-21,224,10.0
2011-03-22,232,11.0
2011-03-23,231,9.0
2011-03-24,235,9.0
2011-03-25,245,8.0
2011-03-26,267,7.0
2011-03-27,190,8.0
2011-03-28,289,8.0
2011-03-29,261,8.0
2011-03-30,227,9.0
2011-03-31,217,9.0
2011-04-01,257,9.0
2011-04-02,226,10.0
2011-04-03,229,11.0
2011-04-04,226,8.0
2011-04-05,276,8.0
2011-04-06,213,7.0
2011-04-07,230,10.0
2011-04-08,229,11.0
2011-04-09,230,10.0
2011-04-10,229,8.0
2011-04-11,226,11.0
2011-04-12,241,9.0
2011-04-13,238,9.0
2011-04-14,225,9.0
2011-04-15,232,10.0
2011-04-16,216,11.0
2011-04-17,226,11.0
2011-04-18,245,10.0
2011-04-19,262,9.0
2011-04-20,223,7.0
2011-04-21,231,9.0
2011-04-22,228,11.0
2011-04-23,232,10.0
2011-04-24,227,11.0
2011-04-25,246,10.0
2011-04-26,238,8.0
2011-04-27,267,8.0
2011-04-28,235,9.0
2011-04-29,286,10.0
2011-04-30,310,10.0
2011-05-01,287,10.0
2011-05-02,243,11.0
2011-05-03,236,13.0
2011-05-04,228,15.0
2011-05-05,228,14.0
2011-05-06,236,14.0
2011-05-07,227,14.0
2011-05-08,230,14.0
2011-05-09,226,15.0
2011-05-10,220,16.0
2011-05-11,227,14.0
2011-05-12,221,18.0
2011-05-13,223,17.0
2011-05-14,221,15.0
2011-05-15,234,13.0
2011-05-16,228,13.0
2011-05-17,237,9.0
2011-05-18,223,15.0
2011-05-19,220,20.0
2011-05-20,219,23.0
2011-05-21,221,25.0
2011-05-22,221,22.0
2011-05-23,230,18.0
2011-05-24,229,16.0
2011-05-25,235,14.0
2011-05-26,234,15.0
2011-05-27,239,14.0
2011-05-28,246,13.0
2011-05-29,227,19.0
2011-05-30,229,19.0
2011-05-31,227,19.0
2011-06-01,226,18.0
2011-06-02,238,14.0
2011-06-03,231,11.0
2011-06-04,239,8.0
2011-06-05,235,11.0
2011-06-06,203,12.0
2011-06-07,229,16.0
2011-06-08,237,14.0
2011-06-09,203,15.0
